regis_id_year1,PROJ_THAI_NAME,PROJ_ABBR_NAME,COMP_THAI_NAME,PROJ_RETAIL_TYPE,POLICY_THAI_DESC,SPEC_GR_DESC,policyspec_desc,current_rmf_pvd_type,management_style_th,fund_compare,MUTUAL_INV_TYPE,INVEST_COUNTRY_FLAG,REDEMP_PERIOD,proj_term_th,SUPERVISOR_NAME,APPR_DATE,REGIS_DATE,nav_rmf_pvd,nav,invsest_own_fund_value
MF0548/2559,กองทุนเปิด ทิสโก้ โกลบอล คอนซูเมอร์,TISCOGC,บริษัทหลักทรัพย์จัดการกองทุน ทิสโก้,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์; กองทุนรวมหมวดอุตสาหกรรม,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),Global Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),13/10/2559,240708,-,150.35,-
MF0551/2559,กองทุนเปิด ยูไนเต็ด ไทย สมอล์ แอนด์ มิด แคป หุ้นระยะยาว,UTSME-LTF,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมหุ้นระยะยาว,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity Small - Mid Cap,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ทหารไทยธนชาต จำกัด (มหาชน),240919,240739,-,451.12,-
MF0558/2559,กองทุนเปิดทาลิส ตลาดเงิน,TLMMF,บริษัทหลักทรัพย์จัดการกองทุน ทาลิส จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมตลาดเงิน,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Money Market - Government
",,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงเทพ จำกัด (มหาชน),29/11/2559,240951,-,294.56,-
MF0571/2559,กองทุนเปิด บรรษัทภิบาล เพื่อการเลี้ยงชีพ,CG-RMF,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมเพื่อการเลี้ยงชีพ,,RMF ทีรับโอนเงินจาก PVD แต่ไม่ได้แบ่ง class โดยมีระบบแบ่งแยกบัญชี มูลค่าเงิน และทะเบียนผู้ถือหน่วยออกจาก RMF ปกติ,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity Large Cap,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ทหารไทยธนชาต จำกัด (มหาชน),21/11/2559,20/12/2559,29.57,1504.02,-
MF0574/2559,กองทุนเปิดทาลิส MID-SMALL CAP หุ้นทุน,TLMSEQ,บริษัทหลักทรัพย์จัดการกองทุน ทาลิส จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity Small - Mid Cap,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงเทพ จำกัด (มหาชน),240951,20/12/2559,-,125.59,-
MF0575/2559,กองทุนเปิดทาลิส หุ้นทุน,TLEQ,บริษัทหลักทรัพย์จัดการกองทุน ทาลิส จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงเทพ จำกัด (มหาชน),240951,20/12/2559,-,15.84,-
MF0576/2559,กองทุนเปิด วรรณ อัลติเมท โกลบอล อิควิตี้ เพื่อการเลี้ยงชีพ,ONE-UGERMF,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมหน่วยลงทุน (Fund of Funds); กองทุนรวมเพื่อการเลี้ยงชีพ,กองทุนรวมเพื่อการเลี้ยงชีพที่มีการรับโอนเงินจากกองทุนสำรองเลี้ยงชีพ,RMF ที่มีการแบ่ง class เพื่อรองรับเฉพาะเงินโอนจาก PVD,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Global Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),28/11/2559,21/12/2559,-,1854.9,-
MF0578/2559,กองทุนเปิดธนชาต Small Medium Cap หุ้นระยะยาว,T-SMCapLTF,บริษัทหลักทรัพย์จัดการกองทุน ธนชาต จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมหุ้นระยะยาว,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity Small - Mid Cap,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงศรีอยุธยา จำกัด (มหาชน),31/10/2559,21/12/2559,-,141.56,-
MF0583/2559,กองทุนเปิดกรุงไทย SET50 เพื่อการเลี้ยงชีพ,KTSET50RMF,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมดัชนี; กองทุนรวมเพื่อการเลี้ยงชีพ,กองทุนรวมเพื่อการเลี้ยงชีพที่มีการรับโอนเงินจากกองทุนสำรองเลี้ยงชีพ,RMF ทีรับโอนเงินจาก PVD แต่ไม่ได้แบ่ง class โดยมีระบบแบ่งแยกบัญชี มูลค่าเงิน และทะเบียนผู้ถือหน่วยออกจาก RMF ปกติ,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),SET 50 Index Fund,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),30/11/2559,22/12/2559,4.96,769.43,-
MF0584/2559,กองทุนเปิดกรุงไทย ซีเล็คทีฟ หุ้นระยะยาว,KTSE-LTF,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมหุ้นระยะยาว,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),19/10/2559,22/12/2559,-,550.96,-
MF0587/2559,กองทุนเปิด แอล เอช แอคทีฟ หุ้นระยะยาว,LHACTLTF,บริษัทหลักทรัพย์จัดการกองทุน แลนด์ แอนด์ เฮ้าส์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมหุ้นระยะยาว,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),240919,27/12/2559,-,128.65,-
MF0009/2560,กองทุนเปิดกรุงไทยผสม เวลท์ โกรท ฟันด์,KTWG,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; ไม่กำหนดสัดส่วนการลงทุนในทองคำ; ไม่กำหนดสัดส่วนการลงทุนในกองทุนรวมโครงสร้างพื้นฐาน; ไม่กำหนดสัดส่วนการลงทุนในหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs),กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Moderate Allocation
",,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),13/07/2559,16/01/2560,-,2932.77,59.63
MF0010/2560,กองทุนเปิดกรุงไทยผสม เวลท์ พลัส ฟันด์,KTWP,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; ไม่กำหนดสัดส่วนการลงทุนในทองคำ; ไม่กำหนดสัดส่วนการลงทุนในกองทุนรวมโครงสร้างพื้นฐาน; ไม่กำหนดสัดส่วนการลงทุนในหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs),กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Conservative Allocation
",,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),240793,16/01/2560,-,819.16,6.79
MF0027/2560,กองทุนเปิดทีเอ็มบี ธนชาต อีสท์สปริง เดลี่ อินคัม พลัส,TMB-T-ES-DPlus,บริษัทหลักทรัพย์จัดการกองทุน ธนชาต จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Short Term General Bond
",,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),241367,26/01/2560,-,1612.14,-
MF0029/2560,กองทุนเปิดไทยพาณิชย์ โกลบอลอินคัม,SCBGIN,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; ไม่กำหนดสัดส่วนการลงทุนในกองทุนรวมโครงสร้างพื้นฐาน; ไม่กำหนดสัดส่วนการลงทุนอื่นๆ; ไม่กำหนดสัดส่วนการลงทุนในหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs),กองทุนรวมฟีดเดอร์,,,อื่น ๆ,"Foreign Investment Allocation
",,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),20/01/2560,27/01/2560,-,1212.63,-
MF0033/2560,กองทุนเปิดไทยพาณิชย์ มัลติ อินคัมพลัส,SCBMPLUS,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; ไม่กำหนดสัดส่วนการลงทุนในกองทุนรวมโครงสร้างพื้นฐาน; ไม่กำหนดสัดส่วนการลงทุนอื่นๆ; ไม่กำหนดสัดส่วนการลงทุนในหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs),กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,อื่น ๆ,"Conservative Allocation
",,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),29/09/2559,31/01/2560,-,6327.06,360.56
MF0035/2560,กองทุนเปิดพรินซิเพิล ไทย ไดนามิก อินคัม อิควิตี้,PRINCIPAL TDIF,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมเพื่อการออม,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),241306,31/01/2560,-,317.88,-
MF0039/2560,กองทุนเปิด วรรณ ชอร์ตเทอม ฟิกซ์ อินคัม,ONE-FIXED,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,"Short Term General Bond
",,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),13/01/2560,241063,-,4137.79,-
MF0042/2560,กองทุนเปิด แอสเซทพลัส ตราสารหนี้ เดลี่ พลัส,ASP-DPLUS,บริษัทหลักทรัพย์จัดการกองทุน แอสเซท พลัส จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,"Short Term General Bond
",,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),241397,241094,-,37210.66,-
MF0054/2560,กองทุนเปิด ยูไนเต็ด โกลบอล อินคัม สตราทีจิค บอนด์ ฟันด์,UGIS,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการออม,,,อื่น ๆ,"Global Bond Discretionary F/X Hedge or Unhedge
",,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),27/01/2560,241307,-,"8,702.86",-
MF0064/2560,กองทุนเปิดกรุงศรีโกลบอลเทคโนโลยีอิควิตี้,KFGTECH,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์; กองทุนรวมหมวดอุตสาหกรรม,,,อื่น ๆ,Technology Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),25/01/2560,17/02/2560,-,1552.64,-
MF0068/2560,กองทุนเปิดไทยพาณิชย์โกลบอลมัลติสตราทิจีส์ ห้ามขายผู้ลงทุนรายย่อย,SCBGMT,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายผู้ลงทุนที่มิใช่รายย่อยและผู้มีเงินลงทุนสูง,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; ไม่กำหนดสัดส่วนการลงทุนในกองทุนรวมโครงสร้างพื้นฐาน; ไม่กำหนดสัดส่วนการลงทุนอื่นๆ; ไม่กำหนดสัดส่วนการลงทุนในหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs),กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน; กองทุนรวมที่มีมูลค่าการลงทุนสุทธิ (net exposure) ในสินค้าโภคภัณฑ์ผ่านการเข้าเป็นคู่สัญญาซื้อขายล่วงหน้าที่ให้ผลตอบแทนอ้างอิงกับสินค้าโภคภัณฑ์นั้น,,อื่น ๆ,"Foreign Investment Allocation
",,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),31/01/2560,21/02/2560,-,210.75,-
MF0076/2560,กองทุนเปิด วรรณ พาวเวอร์ เอ็นเนอร์จี,ONE-POWER,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (กำหนดสัดส่วนการลงทุนในสินค้าโภคภัณฑ์; กำหนดสัดส่วนการลงทุนในตราสารทุน; กำหนดสัดส่วนการลงทุนในตราสารหนี้; กำหนดสัดส่วนการลงทุนในทองคำ; กำหนดสัดส่วนการลงทุนในกองทุนรวมโครงสร้างพื้นฐาน; กำหนดสัดส่วนการลงทุนในน้ำมันดิบ; กำหนดสัดส่วนการลงทุนในหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs),กองทุนรวมหมวดอุตสาหกรรม,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),241307,27/02/2560,-,10.76,-
MF0080/2560,กองทุนเปิดกรุงไทย หุ้น ซีแอลเอ็มวีที,KT-CLMVT,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),ASEAN Equity,,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),19/10/2559,28/02/2560,-,1645.89,-
MF0090/2560,กองทุนเปิดพรินซิเพิล โกลบอล รีทส์,PRINCIPAL GREITs,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (หน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs),กองทุนรวมหน่วยลงทุน (Fund of Funds),,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Fund of Property fund-Foreign,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),20/02/2560,241246,-,418.36,-
MF0098/2560,กองทุนเปิด แอล เอช สแทรทิจี อิควิตี้,LHSTRATEGY,บริษัทหลักทรัพย์จัดการกองทุน แลนด์ แอนด์ เฮ้าส์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมเพื่อการออม,กองทุนรวมเพื่อการออม (SSF listed securities),,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),16/02/2560,241277,-,199.95,-
MF0102/2560,กองทุนเปิดบัวหลวงโกลบอลอินโนเวชั่นและเทคโนโลยี,B-INNOTECH,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์; กองทุนรวมหมวดอุตสาหกรรม,,,อื่น ๆ,Global Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),25/01/2560,241338,-,9992.55,-
MF0112/2560,กองทุนเปิดธนชาตหุ้นปันผล,T-DIV,บริษัทหลักทรัพย์จัดการกองทุน ธนชาต จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),28/02/2560,15/03/2560,-,4262.3,-
MF0117/2560,กองทุนเปิดกรุงศรีไทยออลสตาร์,KFTSTAR,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงเทพ จำกัด (มหาชน),20/02/2560,20/03/2560,-,1507.82,-
MF0121/2560,กองทุนเปิด ยูไนเต็ด ชอร์ต ดูเรชั่น ไฮ ยิลด์ บอนด์ ฟันด์,USDHY,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน,,อื่น ๆ,High yield bond,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),16/02/2560,22/03/2560,-,126.68,-
MF0127/2560,กองทุนเปิดเค ซีเล็คทีฟ อีเมอร์จิ้ง มาร์เก็ตส์ หุ้นทุน,K-SEMQ,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Emerging Market,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),241338,22/03/2560,-,1225.26,-
MF0131/2560,กองทุนเปิดธนชาตหุ้นปันผล 2,T-DIV2,บริษัทหลักทรัพย์จัดการกองทุน ธนชาต จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),14/03/2560,24/03/2560,-,1544.88,-
MF0136/2560,กองทุนเปิดไทยพาณิชย์ ตราสารหนี้ US Short Duration High Income,SCBUSHY,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน,,อื่น ๆ,High yield bond,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),20/02/2560,28/03/2560,-,713.95,-
MF0138/2560,กองทุนเปิด แอล เอช ตราสารหนี้ระยะสั้น พลัส,LHSTPLUS,บริษัทหลักทรัพย์จัดการกองทุน แลนด์ แอนด์ เฮ้าส์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Short Term General Bond
",,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงเทพ จำกัด (มหาชน),23/02/2560,29/03/2560,-,1734.76,-
MF0141/2560,กองทุนเปิดเค ตราสารหนี้เอเชีย,K-AFIXED,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Long Term General Bond,,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ฮ่องกงและเซี่ยงไฮ้แบงกิ้งคอร์ปอเรชั่น จำกัด,28/09/2559,29/03/2560,-,342.1,-
MF0146/2560,กองทุนเปิดทีเอ็มบี Emerging Active Equity,TMBEAE,บริษัทหลักทรัพย์จัดการกองทุน ทหารไทย จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Emerging Market,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),16/03/2560,30/03/2560,-,3033.56,-
